user	transaction date	sales amount	join date	region
99	January/05/2013	35.01	December/12/2010	B
537	January/05/2013	17.31	June/01/2011	C
2004	January/05/2013	49.76	September/28/2010	C
1408	January/05/2013	14.38	May/15/2010	B
2124	January/05/2013	19.01	January/05/2013	B
1889	January/05/2013	17.77	January/05/2013	H
2244	January/05/2013	17.45	October/28/2012	J
2488	January/05/2013	34.21	July/01/2013	S
2117	January/05/2013	20.65	July/02/2013	I
2544	January/05/2013	74.81	July/01/2013	F
1986	January/05/2013	14.05	July/02/2013	B
4961	January/05/2013	9.85	March/21/2014	G
2957	January/05/2013	17.36	July/02/2013	I
2202	January/05/2013	17.48	July/01/2013	B
1694	January/05/2013	34.23	July/01/2013	B
4970	January/05/2013	56.53	July/02/2013	H
5997	January/05/2013	20.73	April/14/2014	H
6849	January/05/2013	12.22	May/04/2014	G
6873	January/05/2013	44.63	August/21/2008	A
7545	January/05/2013	7.93	January/08/2008	H
6890	January/05/2013	17.96	May/16/2012	L
9357	January/05/2013	2.9	November/15/2011	O
7545	January/05/2013	1.98	January/08/2008	H
357	January/06/2013	36.53	January/09/2010	E
9	January/06/2013	13.94	January/01/2001	B
628	January/06/2013	7.36	November/06/2008	C
6	January/06/2013	5.7	November/08/2007	D
960	January/06/2013	14.71	April/29/2011	M
751	January/06/2013	91.26	October/28/2009	E
96	January/06/2013	13.98	January/11/2008	M
880	January/06/2013	16.16	April/24/2009	C
1058	January/06/2013	19.79	June/26/2009	M
124	January/06/2013	61.81	February/11/2010	J
554	January/06/2013	19.12	September/27/2009	B
951	January/06/2013	8.93	April/16/2011	I
1882	January/06/2013	39.63	January/22/2012	M
377	January/06/2013	19.64	April/16/2011	H
2993	January/06/2013	23.1	January/06/2013	C
3064	January/06/2013	9.5	January/06/2013	D
3081	January/06/2013	30.57	January/06/2013	I
4177	January/06/2013	128.68	July/01/2013	M
4466	January/06/2013	8.98	July/25/2013	D
3870	January/06/2013	81.44	November/30/2014	I
8909	January/06/2013	6.1	March/03/2012	S
424	January/07/2013	22.23	December/18/2008	E
424	January/07/2013	4.05	December/18/2008	E
642	January/07/2013	14.02	October/18/2010	G
238	January/07/2013	102.91	October/13/2009	B
527	January/07/2013	16.12	August/01/2010	C
1000	January/07/2013	69.05	September/21/2011	D
174	January/07/2013	18.1	December/24/1999	B
440	January/07/2013	25.62	June/13/2011	C
84	January/07/2013	91.6	November/21/2008	B
32	January/07/2013	33.63	August/05/2008	B
548	January/07/2013	3.28	May/28/2009	B
321	January/07/2013	14.05	November/22/2010	B
4	January/07/2013	51.63	July/28/2011	B
1637	January/07/2013	54.79	April/27/2010	C
3057	January/07/2013	13.22	January/07/2013	E
1576	January/07/2013	11.89	May/30/2013	C
5930	January/07/2013	23.51	November/04/2013	I
6328	January/07/2013	27.27	March/30/2011	B
7622	January/07/2013	16.53	November/12/2014	G
9839	January/07/2013	3.88	January/07/2013	G
21	January/08/2013	21.81	January/01/2001	B
76	January/08/2013	14.59	December/17/2004	B
805	January/08/2013	50.83	February/13/2012	D
446	January/08/2013	3.08	December/22/2007	E
170	January/08/2013	14.83	July/07/2009	I
612	January/08/2013	4.96	May/18/2009	B
1366	January/08/2013	35.12	February/16/2012	B
654	January/08/2013	39.63	November/03/2012	I
357	January/08/2013	27.23	January/09/2010	B
2187	January/08/2013	0.57	November/27/2011	I
1233	January/08/2013	3.26	December/07/2004	B
3029	January/08/2013	51.22	January/08/2013	I
2983	January/08/2013	52.06	July/01/2013	C
3062	January/08/2013	24.42	December/04/2014	O
1694	January/08/2013	108.0	July/01/2013	B
4151	January/08/2013	6.76	July/25/2013	G
2705	January/08/2013	7.98	July/01/2013	C
4253	January/08/2013	8.72	December/20/2014	D
5372	January/08/2013	20.05	March/21/2014	L
3308	January/08/2013	24.38	July/25/2013	L
5713	January/08/2013	171.98	December/03/2013	C
5713	January/08/2013	44.21	December/03/2013	C
8260	January/08/2013	11.3	December/14/2012	M
8998	January/08/2013	19.83	August/13/2003	D
8998	January/08/2013	52.06	August/13/2003	D
6506	January/08/2013	23.23	December/14/2010	C
9795	January/08/2013	7.36	December/22/2010	H
170	January/09/2013	14.83	July/07/2009	I
73	January/09/2013	25.96	October/21/2009	M
281	January/09/2013	9.5	March/19/2011	B
387	January/09/2013	38.04	January/17/2004	M
723	January/09/2013	49.6	February/26/2012	A
4	January/09/2013	72.0	July/28/2011	B
723	January/09/2013	17.69	February/26/2012	A
1484	January/09/2013	4.12	January/09/2013	C
651	January/09/2013	8.26	June/13/2011	H
4260	January/09/2013	26.85	May/02/2014	A
4413	January/09/2013	12.8	July/02/2013	I
4260	January/09/2013	26.44	May/02/2014	A
7251	January/09/2013	42.19	November/12/2014	G
9046	January/09/2013	11.48	January/09/2013	G
9330	January/09/2013	6.81	May/13/2010	G
8977	January/09/2013	6.53	January/05/2011	G
6963	January/09/2013	12.8	September/12/2004	P
7880	January/09/2013	11.39	June/15/2010	C
9070	January/09/2013	30.99	January/28/2011	C
9503	January/09/2013	16.81	March/10/2011	I
1283	January/10/2013	34.22	August/07/1999	B
612	January/10/2013	11.27	May/18/2009	B
326	January/10/2013	8.67	March/25/2011	K
1496	January/10/2013	77.64	November/10/2010	I
525	January/10/2013	16.49	November/14/2013	C
899	January/10/2013	33.82	September/11/2012	C
1720	January/10/2013	13.14	April/20/2012	E
1756	January/10/2013	52.06	July/01/2013	G
4399	January/10/2013	20.24	September/17/2013	B
4615	January/10/2013	24.38	July/02/2013	S
6915	January/10/2013	14.75	July/03/2012	G
7967	January/10/2013	13.2	August/13/2005	F
8410	January/10/2013	75.12	March/07/2012	A
9407	January/10/2013	16.45	November/07/2006	S
7895	January/10/2013	37.95	April/13/2011	B
254	January/11/2013	58.64	January/06/2007	B
299	January/11/2013	15.66	March/12/2007	C
421	January/11/2013	16.94	November/06/2009	C
560	January/11/2013	11.55	July/24/2009	B
726	January/11/2013	3.29	April/28/2011	H
249	January/11/2013	56.99	August/11/2009	B
1171	January/11/2013	8.78	April/25/2009	M
1335	January/11/2013	92.94	March/27/2007	B
657	January/11/2013	5.78	October/02/2009	B
726	January/11/2013	2.02	April/28/2011	H
1730	January/11/2013	51.24	October/16/2010	I
793	January/11/2013	31.24	August/04/2011	C
1974	January/11/2013	24.68	December/22/2010	H
1873	January/11/2013	36.82	December/22/2014	I
1694	January/11/2013	42.56	July/01/2013	B
3449	January/11/2013	110.32	July/01/2013	C
3641	January/11/2013	30.58	August/01/2013	A
4158	January/11/2013	33.18	August/01/2013	B
5356	January/11/2013	8.43	September/02/2013	E
4943	January/11/2013	69.76	November/28/2013	D
4163	January/11/2013	9.08	July/02/2013	B
4984	January/11/2013	24.38	October/04/2013	N
7025	January/11/2013	8.26	November/09/2014	L
6043	January/11/2013	10.74	December/18/2013	F
6868	January/11/2013	13.16	January/11/2013	D
4717	January/11/2013	100.0	November/04/2013	S
5172	January/11/2013	11.07	August/01/2013	H
8766	January/11/2013	7.43	February/18/2009	B
7465	January/11/2013	14.46	July/14/2003	S
7935	January/11/2013	12.8	May/18/2012	E
9589	January/11/2013	10.12	October/08/2012	M
9229	January/11/2013	4.76	July/20/2010	D
9660	January/11/2013	64.5	January/11/2013	A
185	January/12/2013	50.68	August/10/2009	C
25	January/12/2013	21.89	January/01/2001	B
96	January/12/2013	92.07	January/11/2008	M
784	January/12/2013	14.84	January/29/2008	H
156	January/12/2013	6.2	June/17/2002	B
856	January/12/2013	26.36	January/25/2005	B
879	January/12/2013	39.63	January/17/2009	B
378	January/12/2013	73.76	March/18/2004	B
1007	January/12/2013	34.67	August/29/2010	F
326	January/12/2013	4.32	March/25/2011	K
965	January/12/2013	58.41	April/22/2004	H
1649	January/12/2013	36.77	July/01/2013	S
1820	January/12/2013	26.04	July/02/2013	C
28	January/12/2013	32.67	April/16/2011	J
672	January/12/2013	37.48	July/11/2009	E
147	January/12/2013	26.79	June/24/2011	I
1960	January/12/2013	66.12	November/20/2014	D
147	January/12/2013	26.46	June/24/2011	I
1639	January/12/2013	10.31	July/01/2013	G
1820	January/12/2013	14.8	July/02/2013	C
4063	January/12/2013	20.89	March/21/2014	G
5189	January/12/2013	21.8	March/03/2015	C
5450	January/12/2013	37.59	January/29/2014	G
5042	January/12/2013	17.34	October/30/2013	L
5142	January/12/2013	44.83	September/21/2013	C
4940	January/12/2013	72.65	September/02/2013	O
4001	January/12/2013	35.33	July/02/2013	A
6679	January/12/2013	12.81	November/25/2006	B
4377	January/12/2013	38.84	August/21/2013	L
8619	January/12/2013	5.11	May/30/2012	I
8500	January/12/2013	17.1	March/21/2014	P
7416	January/12/2013	16.52	December/03/2012	H
8457	January/12/2013	12.27	December/16/2010	F
9708	January/12/2013	9.08	September/11/2012	G
9763	January/12/2013	38.43	January/12/2013	H
9502	January/12/2013	41.23	August/03/2006	H
6890	January/12/2013	11.18	May/16/2012	L
177	January/13/2013	6.61	January/01/2001	B
706	January/13/2013	19.88	May/16/2012	D
658	January/13/2013	135.38	November/29/2010	I
412	January/13/2013	3.72	October/10/2009	I
525	January/13/2013	16.12	November/14/2013	C
2258	January/13/2013	123.52	January/13/2013	C
4136	January/13/2013	17.62	August/01/2013	L
2461	January/13/2013	51.33	November/12/2014	A
4126	January/13/2013	8.26	July/25/2013	I
5379	January/13/2013	59.89	November/28/2013	C
5860	January/13/2013	14.05	June/28/2014	H
9463	January/13/2013	74.32	November/09/2014	I
9388	January/13/2013	60.17	January/30/2011	F
9864	January/13/2013	4.95	April/23/2012	I
9864	January/13/2013	23.97	April/23/2012	I
123	January/14/2013	10.74	October/25/2002	B
29	January/14/2013	4.72	August/20/2008	B
1817	January/14/2013	17.31	November/22/2010	D
772	January/14/2013	22.32	January/14/2013	J
676	January/14/2013	3.13	January/07/2011	J
1756	January/14/2013	10.97	July/01/2013	G
1873	January/14/2013	87.6	December/22/2014	I
1778	January/14/2013	17.51	July/01/2013	H
4138	January/14/2013	74.41	July/25/2013	O
4137	January/14/2013	18.6	July/25/2013	D
4309	January/14/2013	10.06	August/01/2013	A
4550	January/14/2013	43.26	July/25/2013	H
4550	January/14/2013	4.12	July/25/2013	H
2597	January/14/2013	62.81	July/02/2013	L
5771	January/14/2013	9.5	January/29/2014	B
7812	January/14/2013	45.22	February/24/2005	B
8249	January/14/2013	10.74	July/26/2011	C
4900	January/14/2013	12.49	January/02/2014	E
8503	January/14/2013	6.6	August/23/2010	G
6677	January/14/2013	17.67	October/05/2005	B
9509	January/14/2013	173.86	October/19/2010	M
8481	January/14/2013	16.7	January/14/2013	B
390	January/15/2013	9.0	September/09/2009	N
12	January/15/2013	11.91	January/20/2006	E
765	January/15/2013	48.88	February/28/2010	M
123	January/15/2013	31.16	October/25/2002	B
50	January/15/2013	80.57	May/14/2005	B
220	January/15/2013	19.37	December/08/2004	E
133	January/15/2013	55.11	May/15/2008	M
1488	January/15/2013	16.94	May/13/2010	C
2106	January/15/2013	16.49	September/02/2011	A
1954	January/15/2013	22.09	March/23/2012	C
1307	January/15/2013	20.25	August/21/2013	G
4907	January/15/2013	2.88	September/17/2013	P
3956	January/15/2013	15.62	March/21/2014	D
2700	January/15/2013	76.02	July/02/2013	P
4666	January/15/2013	7.43	September/17/2013	C
4240	January/15/2013	18.88	August/07/2013	H
7632	January/15/2013	17.93	May/10/2006	C
7986	January/15/2013	4.88	August/19/2009	B
8336	January/15/2013	51.07	January/15/2013	D
7938	January/15/2013	30.41	December/10/2011	B
7880	January/15/2013	20.57	June/15/2010	C
9692	January/15/2013	32.4	December/17/2007	C
7938	January/15/2013	12.57	December/10/2011	B
9927	January/15/2013	18.18	June/20/2012	H
9974	January/15/2013	44.63	January/15/2013	B
608	January/16/2013	10.7	April/09/2008	D
76	January/16/2013	31.87	December/17/2004	B
50	January/16/2013	39.69	May/14/2005	B
122	January/16/2013	58.77	January/09/2009	B
289	January/16/2013	18.62	March/06/2012	C
1167	January/16/2013	57.44	December/21/2012	C
2541	January/16/2013	64.84	September/16/2012	J
2353	January/16/2013	28.96	July/02/2013	B
1593	January/16/2013	5.58	October/17/2012	B
3257	January/16/2013	29.54	July/01/2013	I
3973	January/16/2013	11.7	January/16/2013	C
2352	January/16/2013	74.79	July/25/2013	I
4253	January/16/2013	10.45	December/20/2014	D
3487	January/16/2013	114.68	July/02/2013	B
4781	January/16/2013	105.79	July/25/2013	I
4268	January/16/2013	61.98	April/25/2014	I
5008	January/16/2013	0.0	January/09/2014	H
4377	January/16/2013	19.01	August/21/2013	L
2352	January/16/2013	22.29	July/25/2013	I
6890	January/16/2013	4.42	May/16/2012	L
9059	January/16/2013	53.52	September/29/2004	C
7416	January/16/2013	0.0	December/03/2012	H
8249	January/16/2013	26.44	July/26/2011	C
8058	January/16/2013	26.78	November/03/2012	D
35	January/17/2013	73.27	March/15/2009	K
691	January/17/2013	107.9	January/01/2001	C
14	January/17/2013	10.33	June/24/2004	F
766	January/17/2013	18.56	October/26/2009	B
762	January/17/2013	22.73	November/01/2009	C
1044	January/17/2013	5.17	March/05/2010	B
1405	January/17/2013	35.5	June/07/2007	I
660	January/17/2013	26.87	September/09/2012	H
167	January/17/2013	39.63	November/15/2010	B
1962	January/17/2013	5.37	January/17/2013	H
1465	January/17/2013	44.86	February/04/2011	B
2062	January/17/2013	21.44	January/31/2012	M
1270	January/17/2013	27.05	January/24/2011	C
1694	January/17/2013	46.71	July/01/2013	B
7283	January/17/2013	11.82	January/06/2012	G
8245	January/17/2013	42.45	January/17/2013	M
8902	January/17/2013	8.92	January/21/2010	A
8979	January/17/2013	75.21	January/17/2013	G
9254	January/17/2013	84.86	January/17/2013	I
7251	January/17/2013	67.37	November/12/2014	G
134	January/18/2013	9.5	January/01/2001	B
53	January/18/2013	44.15	March/23/2000	B
46	January/18/2013	43.26	November/18/2008	B
124	January/18/2013	30.35	February/11/2010	J
124	January/18/2013	88.99	February/11/2010	J
43	January/18/2013	43.57	August/21/2002	B
388	January/18/2013	13.22	January/18/2010	B
1443	January/18/2013	27.51	October/19/2011	B
1930	January/18/2013	18.14	April/16/2010	B
715	January/18/2013	19.57	October/16/2015	B
715	January/18/2013	7.51	October/16/2015	B
715	January/18/2013	18.81	October/16/2015	B
3611	January/18/2013	34.96	July/01/2013	G
4625	January/18/2013	54.55	September/17/2013	H
5621	January/18/2013	73.55	August/01/2013	I
4465	January/18/2013	40.07	July/02/2013	D
4366	January/18/2013	30.12	August/21/2013	G
3312	January/18/2013	11.52	July/01/2013	E
6729	January/18/2013	25.62	April/05/2014	I
3500	January/18/2013	34.29	July/25/2013	D
9166	January/18/2013	19.26	January/16/2004	M
7659	January/18/2013	24.79	November/30/2007	S
7812	January/18/2013	56.84	February/24/2005	B
8959	January/18/2013	40.68	April/04/2009	C
7812	January/18/2013	23.47	February/24/2005	B
68	January/19/2013	18.18	January/01/2001	B
232	January/19/2013	9.88	June/22/2004	B
14	January/19/2013	33.37	June/24/2004	F
577	January/19/2013	8.26	June/29/2009	C
338	January/19/2013	92.93	July/19/2009	H
652	January/19/2013	32.16	April/11/2011	B
174	January/19/2013	15.66	December/24/1999	B
120	January/19/2013	20.5	October/10/2009	I
458	January/19/2013	11.16	January/29/2011	H
174	January/19/2013	28.02	December/24/1999	B
1499	January/19/2013	34.19	July/11/2012	E
1503	January/19/2013	36.63	April/11/2010	B
1364	January/19/2013	12.53	August/06/2010	B
1990	January/19/2013	4.73	June/25/2006	B
1446	January/19/2013	20.66	September/13/2011	M
2266	January/19/2013	1.65	January/19/2013	K
309	January/19/2013	42.15	February/04/2012	B
872	January/19/2013	30.87	October/03/2012	C
47	January/19/2013	53.68	June/29/2012	E
2433	January/19/2013	11.16	January/19/2013	I
1901	January/19/2013	79.69	October/08/2011	C
2946	January/19/2013	31.41	December/14/2012	C
1661	January/19/2013	16.01	July/01/2013	C
1649	January/19/2013	87.81	July/01/2013	S
2486	January/19/2013	15.12	September/02/2013	G
4510	January/19/2013	61.98	July/02/2013	I
5058	January/19/2013	37.6	December/14/2014	A
1661	January/19/2013	47.05	July/01/2013	C
5355	January/19/2013	34.3	August/21/2013	B
4281	January/19/2013	9.06	November/04/2013	G
5102	January/19/2013	13.21	May/03/2014	A
4371	January/19/2013	14.89	November/04/2013	S
6554	January/19/2013	133.91	January/19/2013	I
5496	January/19/2013	22.14	March/21/2014	G
7004	January/19/2013	0.0	April/24/2004	S
8276	January/19/2013	29.66	March/27/2007	B
8853	January/19/2013	96.52	August/09/2011	H
8899	January/19/2013	18.59	March/07/2008	B
8971	January/19/2013	31.24	June/10/2009	G
7548	January/19/2013	11.98	January/19/2013	H
9916	January/19/2013	0.0	January/19/2013	H
8364	January/19/2013	15.94	May/25/2009	G
7148	January/19/2013	28.92	October/17/2006	B
67	January/20/2013	26.34	November/30/2008	J
245	January/20/2013	19.44	November/13/2010	H
57	January/20/2013	19.14	November/14/2013	C
33	January/20/2013	11.16	March/17/2005	C
134	January/20/2013	14.01	January/01/2001	B
402	January/20/2013	38.64	February/07/2005	B
1019	January/20/2013	56.91	March/17/2011	I
96	January/20/2013	17.85	January/11/2008	M
765	January/20/2013	31.75	February/28/2010	M
652	January/20/2013	3.3	April/11/2011	B
418	January/20/2013	2.48	November/20/2007	G
865	January/20/2013	2.25	April/29/2012	C
518	January/20/2013	1.66	January/25/2003	B
865	January/20/2013	20.15	April/29/2012	C
1201	January/20/2013	20.58	August/18/2011	I
1417	January/20/2013	22.73	March/02/2007	B
2319	January/20/2013	15.29	October/25/2012	C
3128	January/20/2013	4.13	July/01/2012	M
3177	January/20/2013	23.17	December/31/2012	M
2990	January/20/2013	32.31	July/01/2013	H
5194	January/20/2013	5.2	January/09/2014	B
6292	January/20/2013	19.0	June/23/2009	G
8209	January/20/2013	13.25	March/13/2009	M
7255	January/20/2013	45.04	May/28/2012	D
8736	January/20/2013	129.02	January/20/2013	M
8736	January/20/2013	247.67	January/20/2013	M
9942	January/20/2013	39.08	January/20/2013	A
18	January/21/2013	22.31	July/24/2004	I
44	January/21/2013	0.0	January/01/2001	B
729	January/21/2013	21.47	May/27/2010	B
44	January/21/2013	58.84	January/01/2001	B
59	January/21/2013	15.04	February/14/2007	B
546	January/21/2013	4.75	December/08/2007	E
1216	January/21/2013	67.77	September/21/2010	C
388	January/21/2013	20.74	January/18/2010	B
388	January/21/2013	24.47	January/18/2010	B
490	January/21/2013	9.5	September/11/2009	H
5	January/21/2013	46.61	September/17/2002	B
1783	January/21/2013	35.44	July/02/2013	P
1756	January/21/2013	24.76	July/01/2013	G
2342	January/21/2013	10.74	July/01/2013	G
2486	January/21/2013	42.98	September/02/2013	G
3326	January/21/2013	323.86	November/12/2014	G
3641	January/21/2013	21.9	August/01/2013	A
5208	January/21/2013	8.16	November/04/2013	G
3637	January/21/2013	4.52	July/02/2013	N
4465	January/21/2013	39.3	July/02/2013	D
4253	January/21/2013	8.25	December/20/2014	D
4918	January/21/2013	0.0	December/18/2013	H
2899	January/21/2013	313.23	July/01/2013	M
5337	January/21/2013	50.05	November/04/2013	M
5798	January/21/2013	15.75	January/09/2014	D
9311	January/21/2013	25.21	December/20/2009	M
7895	January/21/2013	25.19	April/13/2011	B
13	January/22/2013	12.39	December/19/2007	C
27	January/22/2013	57.85	May/27/2004	F
27	January/22/2013	17.35	May/27/2004	F
266	January/22/2013	77.64	May/03/2008	B
264	January/22/2013	3.72	June/17/2004	B
50	January/22/2013	35.91	May/14/2005	B
1166	January/22/2013	101.6	May/16/2009	M
1042	January/22/2013	37.15	July/24/2009	H
1288	January/22/2013	53.79	November/14/2013	M
1488	January/22/2013	42.17	May/13/2010	C
1470	January/22/2013	28.48	October/15/2012	D
1366	January/22/2013	28.23	February/16/2012	B
3286	January/22/2013	10.51	December/15/2012	I
3753	January/22/2013	14.04	July/01/2013	M
3611	January/22/2013	67.68	July/01/2013	G
4309	January/22/2013	16.1	August/01/2013	A
5820	January/22/2013	5.77	January/09/2014	B
6868	January/22/2013	77.26	January/11/2013	D
5545	January/22/2013	37.6	January/09/2014	G
7805	January/22/2013	44.63	April/14/2012	L
8133	January/22/2013	9.41	October/13/2009	B
8673	January/22/2013	8.83	October/25/2007	Q
9567	January/22/2013	20.17	September/09/2011	M
8261	January/22/2013	44.63	January/22/2013	O
232	January/23/2013	8.68	June/22/2004	B
72	January/23/2013	23.51	May/06/2008	G
12	January/23/2013	121.11	January/20/2006	E
448	January/23/2013	33.72	January/17/2009	B
292	January/23/2013	16.25	January/03/2007	E
658	January/23/2013	29.27	November/29/2010	I
4	January/23/2013	29.72	July/28/2011	B
310	January/23/2013	29.41	November/14/2010	M
4	January/23/2013	37.56	July/28/2011	B
1911	January/23/2013	24.75	August/30/2007	H
1008	January/23/2013	8.68	March/18/2010	B
2393	January/23/2013	44.93	January/23/2013	H
310	January/23/2013	79.55	November/14/2010	M
1745	January/23/2013	137.6	June/06/2013	O
1897	January/23/2013	31.4	August/01/2013	O
4666	January/23/2013	8.26	September/17/2013	C
5085	January/23/2013	29.51	January/29/2014	D
4161	January/23/2013	52.87	November/17/2014	M
5947	January/23/2013	14.15	August/31/2009	G
8984	January/23/2013	29.74	May/23/2009	G
117	January/24/2013	19.79	August/12/2005	B
50	January/24/2013	18.6	May/14/2005	B
149	January/24/2013	52.56	January/01/2001	B
625	January/24/2013	25.75	February/12/2008	G
38	January/24/2013	7.6	April/03/2011	B
1215	January/24/2013	20.74	January/02/2011	N
25	January/24/2013	9.5	January/01/2001	B
94	January/24/2013	40.12	March/21/2008	C
1269	January/24/2013	10.74	April/19/2011	I
762	January/24/2013	8.68	November/01/2009	C
615	January/24/2013	11.16	September/30/2003	B
1270	January/24/2013	15.72	January/24/2011	C
373	January/24/2013	18.93	October/28/2010	J
4137	January/24/2013	31.82	July/25/2013	D
2990	January/24/2013	17.44	July/01/2013	H
4177	January/24/2013	27.45	July/01/2013	M
4113	January/24/2013	10.74	July/25/2013	C
4334	January/24/2013	29.75	July/25/2013	C
3083	January/24/2013	6.6	January/20/2015	S
4626	January/24/2013	152.48	August/21/2013	B
5895	January/24/2013	23.6	November/11/2014	I
4439	January/24/2013	11.14	December/03/2013	P
9134	January/24/2013	16.45	October/11/2003	A
7212	January/24/2013	77.79	March/23/2011	P
6484	January/24/2013	34.45	January/24/2013	E
97	January/25/2013	33.72	July/13/2009	M
454	January/25/2013	39.26	February/04/2012	B
50	January/25/2013	27.87	May/14/2005	B
657	January/25/2013	24.88	October/02/2009	B
340	January/25/2013	3.72	April/18/2007	E
739	January/25/2013	19.01	September/14/2011	N
1002	January/25/2013	10.7	November/14/2013	B
877	January/25/2013	49.39	November/02/2012	J
2445	January/25/2013	5.26	September/24/2010	M
2730	January/25/2013	16.84	March/04/2012	N
1434	January/25/2013	49.34	January/25/2013	C
5217	January/25/2013	17.02	April/15/2014	S
3376	January/25/2013	96.28	December/03/2013	G
4268	January/25/2013	23.14	April/25/2014	I
7702	January/25/2013	55.79	January/25/2013	C
5771	January/25/2013	9.08	January/29/2014	B
