user	transaction date	sales amount	join date	region
2688	January/04/2014	87.68	July/01/2013	O
1924	January/04/2014	25.81	July/02/2013	S
4746	January/04/2014	47.92	August/21/2013	D
3242	January/04/2014	59.32	March/21/2014	I
2471	January/04/2014	24.58	August/21/2013	O
4325	January/04/2014	17.68	January/29/2014	P
5082	January/04/2014	87.28	March/21/2014	C
4307	January/04/2014	13.52	December/03/2013	O
5510	January/04/2014	6.55	January/29/2014	B
5048	January/04/2014	55.36	August/01/2013	G
5714	January/04/2014	9.92	January/03/2014	A
5805	January/04/2014	4.1	January/04/2014	P
5861	January/04/2014	12.02	January/29/2014	I
4292	January/04/2014	45.73	January/29/2014	C
5975	January/04/2014	30.32	January/29/2014	G
4603	January/04/2014	30.47	October/04/2013	B
4973	January/04/2014	19.18	August/21/2013	P
5015	January/04/2014	36.06	March/21/2014	A
4329	January/04/2014	10.49	September/17/2013	P
5273	January/04/2014	62.61	November/28/2013	D
5457	January/04/2014	43.52	January/04/2014	D
5866	January/04/2014	21.3	January/29/2014	D
5676	January/04/2014	23.76	December/02/2013	A
5510	January/04/2014	34.9	January/29/2014	B
6267	January/04/2014	38.11	January/29/2014	P
5928	January/04/2014	16.39	January/29/2014	I
6227	January/04/2014	70.47	January/04/2014	D
4449	January/04/2014	10.58	December/18/2013	G
5928	January/04/2014	9.82	January/29/2014	I
5924	January/04/2014	73.76	November/12/2014	G
7325	January/04/2014	24.17	January/29/2014	L
8087	January/04/2014	27.86	January/04/2007	I
7323	January/04/2014	15.23	July/13/2012	M
8508	January/04/2014	39.75	November/13/2008	C
8618	January/04/2014	51.48	July/11/2009	C
8651	January/04/2014	5.9	January/27/2013	T
8430	January/04/2014	7.37	April/20/2011	D
4909	January/04/2014	24.25	March/21/2014	O
5536	January/04/2014	107.9	January/29/2014	H
6751	January/04/2014	28.61	January/29/2014	C
5274	January/04/2014	1.64	January/02/2006	B
7540	January/04/2014	12.04	August/11/2003	P
9584	January/04/2014	17.85	March/20/2010	G
205	January/05/2014	8.37	June/27/1999	B
62	January/05/2014	58.2	July/10/2003	B
161	January/05/2014	19.44	August/04/2002	B
777	January/05/2014	24.51	June/06/2010	C
83	January/05/2014	9.75	January/29/2011	C
110	January/05/2014	21.64	March/18/2000	B
1278	January/05/2014	25.42	February/07/2013	C
4	January/05/2014	35.46	July/28/2011	B
1632	January/05/2014	13.94	December/13/2010	C
1244	January/05/2014	2.05	April/01/2013	B
2150	January/05/2014	8.61	May/04/2012	G
2375	January/05/2014	13.77	August/27/2013	B
1962	January/05/2014	1.47	January/17/2013	H
2002	January/05/2014	34.34	January/10/2011	B
2683	January/05/2014	14.75	January/05/2014	M
629	January/05/2014	22.06	July/02/2013	N
2376	January/05/2014	6.55	March/21/2014	K
1820	January/05/2014	25.79	July/02/2013	C
4274	January/05/2014	6.48	January/05/2014	P
3637	January/05/2014	3.28	July/02/2013	N
2990	January/05/2014	34.58	July/01/2013	H
3533	January/05/2014	5.24	September/02/2013	S
3693	January/05/2014	23.91	September/02/2013	M
2461	January/05/2014	39.63	November/12/2014	A
3077	January/05/2014	40.95	March/21/2014	G
4851	January/05/2014	1.64	July/02/2013	S
3933	January/05/2014	36.26	July/25/2013	F
4448	January/05/2014	19.02	August/01/2013	C
3637	January/05/2014	20.07	July/02/2013	N
3637	January/05/2014	14.67	July/02/2013	N
4329	January/05/2014	1.64	September/17/2013	P
5487	January/05/2014	20.46	July/25/2013	E
5569	January/05/2014	25.81	September/02/2013	F
4658	January/05/2014	43.59	January/29/2014	G
5926	January/05/2014	41.13	December/06/2013	L
5310	January/05/2014	9.83	October/13/2014	C
5460	January/05/2014	4.25	January/05/2014	H
3077	January/05/2014	13.52	March/21/2014	G
4240	January/05/2014	104.22	August/07/2013	H
4329	January/05/2014	59.68	September/17/2013	P
5369	January/05/2014	10.65	December/20/2013	D
5369	January/05/2014	4.1	December/20/2013	D
6845	January/05/2014	73.57	January/29/2014	B
4923	January/05/2014	31.55	December/18/2013	C
7063	January/05/2014	47.94	January/05/2014	H
5235	January/05/2014	22.75	November/12/2014	G
4329	January/05/2014	24.51	September/17/2013	P
4329	January/05/2014	32.69	September/17/2013	P
7214	January/05/2014	14.75	July/12/2011	T
8050	January/05/2014	11.88	June/21/2006	M
6102	January/05/2014	6.8	December/18/2013	G
4990	January/05/2014	8.6	November/04/2013	C
8370	January/05/2014	17.94	March/17/2012	C
9076	January/05/2014	46.29	November/15/2008	C
7214	January/05/2014	40.9	July/12/2011	T
9630	January/05/2014	6.96	November/19/2010	P
4329	January/05/2014	10.16	September/17/2013	P
6947	January/05/2014	52.86	March/19/2012	C
8256	January/05/2014	25.89	March/09/2013	P
8891	January/05/2014	4.92	July/24/2011	C
244	January/06/2014	7.62	March/06/2011	O
72	January/06/2014	17.62	May/06/2008	G
92	January/06/2014	12.49	July/29/2009	D
24	January/06/2014	33.45	February/28/2008	J
99	January/06/2014	8.12	December/12/2010	B
446	January/06/2014	46.2	December/22/2007	B
16	January/06/2014	17.46	January/01/2001	B
37	January/06/2014	15.49	January/01/2001	B
893	January/06/2014	19.1	August/11/2009	K
306	January/06/2014	43.28	December/12/2008	E
36	January/06/2014	19.59	February/03/2008	I
141	January/06/2014	18.77	January/19/2009	M
661	January/06/2014	26.03	September/18/2009	D
629	January/06/2014	63.93	July/02/2013	N
99	January/06/2014	13.86	December/12/2010	B
311	January/06/2014	24.59	April/15/2011	G
3355	January/06/2014	3.52	July/01/2013	C
1756	January/06/2014	40.08	July/01/2013	G
2911	January/06/2014	38.04	January/06/2014	C
629	January/06/2014	48.25	July/02/2013	N
2968	January/06/2014	36.47	July/02/2013	C
4686	January/06/2014	25.07	March/21/2014	I
3910	January/06/2014	29.52	March/21/2014	I
5368	January/06/2014	47.53	January/06/2014	I
3541	January/06/2014	4.51	August/21/2013	G
4329	January/06/2014	3.28	September/17/2013	P
5130	January/06/2014	42.61	January/06/2014	C
4329	January/06/2014	1.22	September/17/2013	P
4580	January/06/2014	44.66	September/02/2013	C
4329	January/06/2014	34.42	September/17/2013	P
6107	January/06/2014	11.96	January/29/2014	C
4538	January/06/2014	19.08	January/29/2014	A
6073	January/06/2014	14.6	October/04/2013	H
5555	January/06/2014	11.06	January/29/2014	D
4329	January/06/2014	9.84	September/17/2013	P
4653	January/06/2014	27.04	October/30/2013	G
6102	January/06/2014	15.16	December/18/2013	G
5785	January/06/2014	20.07	January/29/2014	H
5698	January/06/2014	9.43	October/23/2013	K
4255	January/06/2014	50.64	August/01/2013	B
4862	January/06/2014	2.7	December/20/2014	C
7207	January/06/2014	46.31	November/27/2006	L
5388	January/06/2014	25.81	October/11/2013	L
7767	January/06/2014	18.43	January/06/2014	I
7987	January/06/2014	24.51	October/08/2012	C
7115	January/06/2014	16.48	February/03/2007	P
8333	January/06/2014	19.14	January/08/2011	G
7755	January/06/2014	43.9	March/30/2013	T
8688	January/06/2014	9.75	January/12/2008	H
7502	January/06/2014	46.27	January/21/2015	P
6102	January/06/2014	39.48	December/18/2013	G
341	January/07/2014	25.98	May/13/2005	C
295	January/07/2014	9.43	September/28/2011	B
114	January/07/2014	18.31	January/31/2002	B
552	January/07/2014	12.21	September/24/2010	B
1849	January/07/2014	36.32	January/05/2014	C
1816	January/07/2014	12.21	May/19/2011	M
1753	January/07/2014	104.09	February/06/2015	C
1890	January/07/2014	3.24	October/05/2013	N
2089	January/07/2014	25.81	January/07/2014	I
2031	January/07/2014	20.41	October/13/2011	B
2604	January/07/2014	63.52	July/09/2012	L
629	January/07/2014	27.61	July/02/2013	N
3426	January/07/2014	11.39	June/02/2013	L
4165	January/07/2014	59.82	August/01/2013	F
4279	January/07/2014	7.2	March/21/2014	D
1452	January/07/2014	24.28	June/05/2013	M
3926	January/07/2014	9.49	July/02/2013	S
5369	January/07/2014	16.31	December/20/2013	D
5491	January/07/2014	6.18	October/15/2013	C
4740	January/07/2014	4.26	August/01/2013	C
4940	January/07/2014	39.89	September/02/2013	O
4728	January/07/2014	15.57	July/25/2013	G
5428	January/07/2014	1.22	November/28/2013	C
5260	January/07/2014	15.17	December/03/2013	C
4547	January/07/2014	42.86	December/24/2013	G
7170	January/07/2014	20.07	January/29/2014	C
4563	January/07/2014	11.88	January/29/2014	C
5713	January/07/2014	93.65	December/03/2013	C
5253	January/07/2014	9.52	August/21/2013	H
5314	January/07/2014	27.63	March/21/2014	G
5084	January/07/2014	8.52	December/03/2013	G
8456	January/07/2014	24.51	October/20/2011	I
7588	January/07/2014	32.78	December/03/2005	B
7322	January/07/2014	9.75	March/08/2007	C
4001	January/07/2014	36.26	July/02/2013	A
174	January/08/2014	56.23	December/24/1999	B
39	January/08/2014	35.87	January/04/2009	L
167	January/08/2014	17.95	November/15/2010	B
1243	January/08/2014	4.92	August/19/2013	I
336	January/08/2014	125.42	May/28/2010	N
1402	January/08/2014	53.25	July/15/2009	I
1716	January/08/2014	21.23	August/10/2009	M
505	January/08/2014	29.43	May/20/2002	B
2146	January/08/2014	9.98	January/08/2014	D
1693	January/08/2014	23.35	June/05/2013	S
1403	January/08/2014	46.61	February/01/2012	I
2671	January/08/2014	35.25	January/08/2014	C
1243	January/08/2014	4.88	August/19/2013	I
2784	January/08/2014	29.5	July/01/2013	M
1737	January/08/2014	9.88	July/01/2013	H
1693	January/08/2014	43.43	June/05/2013	S
629	January/08/2014	13.69	July/02/2013	N
2191	January/08/2014	2.46	June/19/2013	G
1639	January/08/2014	8.67	July/01/2013	G
1693	January/08/2014	52.45	June/05/2013	S
4859	January/08/2014	3.28	August/21/2013	F
2342	January/08/2014	7.12	July/01/2013	G
4703	January/08/2014	4.09	January/08/2014	M
4170	January/08/2014	51.63	July/01/2013	G
3409	January/08/2014	3.52	July/25/2013	G
4150	January/08/2014	8.6	December/03/2013	G
5911	January/08/2014	43.84	March/21/2014	P
6196	January/08/2014	40.94	January/08/2014	I
6254	January/08/2014	9.01	January/08/2014	C
6267	January/08/2014	73.16	January/29/2014	P
3750	January/08/2014	32.78	February/14/2015	G
6717	January/08/2014	3.27	January/08/2014	C
4063	January/08/2014	9.66	March/21/2014	G
6853	January/08/2014	16.3	January/08/2014	M
3567	January/08/2014	24.58	July/25/2013	A
7740	January/08/2014	21.68	November/07/2007	B
4859	January/08/2014	24.51	August/21/2013	F
8577	January/08/2014	24.51	January/08/2014	G
8682	January/08/2014	24.17	November/19/2011	H
8067	January/08/2014	35.65	December/20/2013	I
6692	January/08/2014	8.11	July/12/2006	Q
6900	January/08/2014	59.42	March/21/2014	G
5274	January/08/2014	23.51	January/02/2006	B
6172	January/08/2014	6.48	December/18/2013	L
39	January/09/2014	11.36	January/04/2009	L
205	January/09/2014	8.2	June/27/1999	B
96	January/09/2014	28.66	January/11/2008	M
65	January/09/2014	42.43	May/10/2007	C
633	January/09/2014	10.25	February/04/2010	H
12	January/09/2014	58.76	January/20/2006	E
139	January/09/2014	128.19	December/24/1999	B
353	January/09/2014	23.69	December/06/2009	I
96	January/09/2014	9.14	January/11/2008	M
28	January/09/2014	70.99	April/16/2011	J
675	January/09/2014	115.82	April/15/2008	M
1145	January/09/2014	45.0	June/14/2012	I
2207	January/09/2014	12.3	September/10/2013	C
959	January/09/2014	48.53	March/26/2013	C
629	January/09/2014	15.98	July/02/2013	N
651	January/09/2014	49.01	June/13/2011	H
3495	January/09/2014	77.79	January/09/2014	M
1972	January/09/2014	6.1	July/01/2013	A
3364	January/09/2014	49.17	January/29/2014	D
629	January/09/2014	7.98	July/02/2013	N
1693	January/09/2014	4.5	June/05/2013	S
2270	January/09/2014	35.51	July/01/2013	H
3197	January/09/2014	55.58	July/01/2013	M
1581	January/09/2014	30.24	July/01/2013	L
4721	January/09/2014	31.78	March/21/2014	C
2902	January/09/2014	25.72	July/25/2013	M
5787	January/09/2014	9.84	January/09/2014	C
4006	January/09/2014	72.28	November/10/2014	H
4693	January/09/2014	10.69	December/21/2014	I
5935	January/09/2014	103.43	February/22/2015	H
5957	January/09/2014	3.68	March/21/2014	H
6037	January/09/2014	31.07	January/29/2014	B
6037	January/09/2014	18.75	January/29/2014	B
5369	January/09/2014	9.83	December/20/2013	D
6246	January/09/2014	8.34	January/09/2014	C
5899	January/09/2014	26.75	January/29/2014	M
7365	January/09/2014	7.04	January/29/2014	B
6166	January/09/2014	32.78	August/07/2010	I
6227	January/09/2014	36.06	January/04/2014	D
6037	January/09/2014	20.41	January/29/2014	B
9035	January/09/2014	47.94	May/31/2011	P
7502	January/09/2014	14.75	January/21/2015	P
184	January/10/2014	47.46	October/06/2001	B
52	January/10/2014	9.75	September/29/2004	B
828	January/10/2014	11.96	March/02/2010	B
568	January/10/2014	77.63	March/01/2002	B
451	January/10/2014	20.5	December/02/2000	B
764	January/10/2014	147.57	May/09/2013	I
2512	January/10/2014	8.86	November/02/2012	M
1548	January/10/2014	12.21	May/07/2011	K
1195	January/10/2014	50.74	August/07/2013	C
2517	January/10/2014	54.84	September/07/2013	I
2941	January/10/2014	6.49	July/01/2013	G
2471	January/10/2014	35.65	August/21/2013	O
1878	January/10/2014	66.0	July/01/2013	I
2990	January/10/2014	9.34	July/01/2013	H
4448	January/10/2014	34.66	August/01/2013	L
2611	January/10/2014	133.49	December/13/2014	G
1187	January/10/2014	20.06	July/01/2013	I
2342	January/10/2014	8.11	July/01/2013	G
4522	January/10/2014	22.11	December/04/2014	I
3649	January/10/2014	13.79	November/19/2013	C
5111	January/10/2014	47.12	January/10/2014	C
3226	January/10/2014	50.38	July/01/2013	K
5352	January/10/2014	17.12	January/10/2014	C
4979	January/10/2014	14.54	September/02/2013	B
3477	January/10/2014	19.59	September/17/2013	P
4527	January/10/2014	16.38	August/16/2013	A
5161	January/10/2014	66.14	January/29/2014	F
6306	January/10/2014	20.39	January/29/2014	H
4897	January/10/2014	43.43	January/29/2014	H
6245	January/10/2014	17.45	January/29/2014	G
5763	January/10/2014	36.06	November/04/2013	G
6551	January/10/2014	8.11	October/30/2013	I
6380	January/10/2014	81.9	November/20/2013	E
5352	January/10/2014	17.12	January/10/2014	C
6621	January/10/2014	20.64	January/29/2014	C
8665	January/10/2014	24.91	January/10/2014	C
7214	January/10/2014	3.27	July/12/2011	T
9334	January/10/2014	17.61	April/20/2010	H
5539	January/10/2014	12.29	January/10/2014	C
7203	January/10/2014	30.47	November/07/2014	D
9670	January/10/2014	56.55	February/24/2013	P
9768	January/10/2014	4.09	March/01/2013	T
83	January/11/2014	8.98	January/29/2011	C
331	January/11/2014	31.07	June/21/1999	B
388	January/11/2014	39.03	January/18/2010	B
257	January/11/2014	31.89	March/06/2008	B
93	January/11/2014	83.76	January/01/2001	B
338	January/11/2014	38.44	July/19/2009	H
202	January/11/2014	12.47	January/25/2003	B
809	January/11/2014	77.79	July/13/2007	B
309	January/11/2014	35.46	February/04/2012	B
19	January/11/2014	40.04	June/06/2002	C
292	January/11/2014	16.23	January/03/2007	E
299	January/11/2014	44.18	March/12/2007	C
105	January/11/2014	33.04	November/26/2002	B
71	January/11/2014	50.65	September/30/2010	B
2212	January/11/2014	10.58	April/06/2013	E
2047	January/11/2014	26.97	January/29/2011	C
2172	January/11/2014	21.96	September/30/2012	L
1870	January/11/2014	8.11	December/13/2014	C
1579	January/11/2014	52.78	January/11/2014	C
2659	January/11/2014	9.17	July/01/2013	B
2288	January/11/2014	21.38	July/01/2013	B
2899	January/11/2014	29.4	July/01/2013	M
2352	January/11/2014	14.15	July/25/2013	I
4365	January/11/2014	26.21	September/02/2013	I
3298	January/11/2014	13.67	November/23/2014	M
4713	January/11/2014	71.48	January/11/2014	I
4750	January/11/2014	25.8	January/29/2014	G
2899	January/11/2014	152.02	July/01/2013	M
4100	January/11/2014	4.1	March/21/2014	D
1783	January/11/2014	4.1	July/02/2013	P
3026	January/11/2014	19.81	July/02/2013	L
1756	January/11/2014	39.83	July/01/2013	G
5305	January/11/2014	69.66	November/12/2014	G
4717	January/11/2014	65.11	November/04/2013	S
5321	January/11/2014	60.49	January/29/2014	G
2798	January/11/2014	17.95	September/02/2013	A
5832	January/11/2014	43.92	January/09/2014	E
5254	January/11/2014	5.98	September/17/2013	H
4767	January/11/2014	13.93	July/25/2013	M
4900	January/11/2014	10.65	January/02/2014	L
5642	January/11/2014	36.45	December/08/2013	A
6280	January/11/2014	25.81	January/11/2014	I
4768	January/11/2014	10.24	October/17/2013	P
5127	January/11/2014	33.6	September/02/2013	O
6010	January/11/2014	6.83	January/29/2014	S
6771	January/11/2014	34.17	January/11/2014	C
6771	January/11/2014	19.66	January/11/2014	C
6815	January/11/2014	41.88	January/11/2014	D
4230	January/11/2014	8.12	July/02/2013	G
6517	January/11/2014	21.67	August/01/2006	C
4546	January/11/2014	12.7	August/18/2013	G
5795	January/11/2014	32.7	January/09/2014	G
6087	January/11/2014	62.06	May/23/2013	P
6123	January/11/2014	173.75	March/09/2015	P
6962	January/11/2014	35.99	May/28/2003	C
5795	January/11/2014	13.83	January/09/2014	G
7214	January/11/2014	68.61	July/12/2011	T
8330	January/11/2014	35.23	October/13/2014	G
5854	January/11/2014	22.78	January/29/2014	A
7214	January/11/2014	32.7	July/12/2011	T
5553	January/11/2014	45.88	December/03/2013	S
8983	January/11/2014	20.89	November/14/2005	M
6342	January/11/2014	14.15	December/02/2012	C
8374	January/11/2014	18.02	May/16/2012	I
8783	January/11/2014	6.54	August/05/2010	F
6401	January/11/2014	20.48	January/09/2014	G
9680	January/11/2014	1.97	August/26/2009	G
7214	January/11/2014	3.69	July/12/2011	T
9971	January/11/2014	6.48	August/06/2004	M
343	January/12/2014	5.74	November/20/2008	B
178	January/12/2014	29.35	May/14/2000	B
205	January/12/2014	9.35	June/27/1999	B
36	January/12/2014	31.89	February/03/2008	I
365	January/12/2014	39.27	October/21/2004	B
1079	January/12/2014	47.96	July/19/2013	H
800	January/12/2014	41.89	January/07/2009	B
1607	January/12/2014	6.07	January/20/2011	C
1948	January/12/2014	10.57	August/20/2012	C
1120	January/12/2014	19.28	June/06/2011	H
902	January/12/2014	23.56	November/20/2010	M
1849	January/12/2014	64.59	January/05/2014	C
1607	January/12/2014	35.1	January/20/2011	C
1260	January/12/2014	12.55	January/03/2003	B
1978	January/12/2014	71.89	August/27/2012	C
3226	January/12/2014	67.36	July/01/2013	K
1974	January/12/2014	7.76	December/22/2010	H
2922	January/12/2014	13.68	March/21/2014	P
4141	January/12/2014	7.46	January/12/2014	D
4164	January/12/2014	33.19	May/30/2013	S
4174	January/12/2014	17.13	July/02/2013	S
3533	January/12/2014	21.3	September/02/2013	A
4613	January/12/2014	12.7	June/15/2013	L
2321	January/12/2014	8.2	July/01/2013	C
4890	January/12/2014	20.89	September/02/2013	F
4592	January/12/2014	21.45	January/29/2014	G
4253	January/12/2014	13.83	December/20/2014	D
5725	January/12/2014	18.08	June/06/2003	N
5785	January/12/2014	21.63	January/29/2014	H
3591	January/12/2014	41.37	August/20/2013	A
5038	January/12/2014	8.11	January/09/2014	B
5038	January/12/2014	4.99	January/09/2014	B
4307	January/12/2014	8.19	December/03/2013	O
5608	January/12/2014	13.52	February/10/2014	G
9164	January/12/2014	49.57	November/13/2010	C
7214	January/12/2014	2.05	July/12/2011	T
7961	January/12/2014	41.78	December/10/2011	G
4961	January/12/2014	24.51	March/21/2014	G
7214	January/12/2014	40.16	July/12/2011	T
12	January/13/2014	12.96	January/20/2006	E
388	January/13/2014	24.51	January/18/2010	B
20	January/13/2014	4.08	November/03/2009	B
1098	January/13/2014	30.07	March/11/2010	D
14	January/13/2014	35.66	June/24/2004	F
4	January/13/2014	69.53	July/28/2011	B
591	January/13/2014	60.49	October/16/2009	L
1236	January/13/2014	37.62	July/16/2010	B
1710	January/13/2014	35.81	February/11/2013	O
1579	January/13/2014	33.52	January/11/2014	C
1380	January/13/2014	5.33	April/20/2012	B
2966	January/13/2014	11.24	January/13/2014	N
3087	January/13/2014	14.33	July/02/2013	B
3273	January/13/2014	22.91	July/25/2013	B
3298	January/13/2014	11.22	November/23/2014	M
2342	January/13/2014	4.1	July/01/2013	G
3356	January/13/2014	17.19	July/02/2013	P
4655	January/13/2014	18.84	August/21/2013	F
4000	January/13/2014	8.35	March/21/2014	P
4253	January/13/2014	1.8	December/20/2014	D
4128	January/13/2014	20.05	January/13/2014	G
2263	January/13/2014	18.43	July/02/2013	A
4792	January/13/2014	20.32	January/13/2014	B
4625	January/13/2014	70.07	September/17/2013	H
5450	January/13/2014	41.46	January/29/2014	G
5640	January/13/2014	16.8	March/21/2014	L
5085	January/13/2014	14.68	January/29/2014	D
4762	January/13/2014	21.13	March/21/2014	D
5462	January/13/2014	9.42	December/18/2013	C
6467	January/13/2014	4.1	January/25/2016	E
5260	January/13/2014	9.02	December/03/2013	C
5111	January/13/2014	38.5	January/10/2014	C
5725	January/13/2014	30.73	June/06/2003	N
7093	January/13/2014	23.1	January/13/2014	C
5325	January/13/2014	7.78	July/01/2013	N
5713	January/13/2014	9.84	December/03/2013	C
7976	January/13/2014	21.3	January/29/2014	C
6139	January/13/2014	23.61	September/19/2010	G
8486	January/13/2014	14.74	January/13/2014	M
8519	January/13/2014	14.75	January/29/2014	P
5640	January/13/2014	20.07	March/21/2014	L
6754	January/13/2014	24.39	March/15/2004	H
5274	January/13/2014	45.48	January/02/2006	B
7214	January/13/2014	64.5	July/12/2011	T
5669	January/13/2014	24.98	December/05/2014	G
299	January/14/2014	17.09	March/12/2007	C
108	January/14/2014	40.09	January/01/2001	B
1693	January/14/2014	8.2	June/05/2013	S
321	January/14/2014	10.25	November/22/2010	B
1927	January/14/2014	9.34	November/11/2011	B
1479	January/14/2014	15.09	September/11/1999	B
279	January/14/2014	26.41	May/31/2011	D
1417	January/14/2014	25.33	March/02/2007	B
629	January/14/2014	4.91	July/02/2013	N
3644	January/14/2014	84.27	January/14/2014	B
3019	January/14/2014	32.7	March/21/2014	L
3532	January/14/2014	17.77	June/16/2013	C
3649	January/14/2014	35.76	November/19/2013	C
4025	January/14/2014	6.31	July/01/2013	B
4574	January/14/2014	16.59	August/21/2013	P
5666	January/14/2014	5.73	January/14/2014	C
5028	January/14/2014	19.82	January/29/2014	G
5792	January/14/2014	12.7	January/29/2014	B
6248	January/14/2014	1.22	January/14/2014	B
4786	January/14/2014	6.38	March/21/2014	G
5357	January/14/2014	6.55	March/21/2014	C
7074	January/14/2014	9.83	January/29/2014	B
